Date,Open,High,Low,Close,Adj Close,Volume,Days
2013-12-24,1157.650024,1163.670044,1157.439941,1161.800049,1161.800049,1307630000,62
2013-12-26,1161.849976,1167.959961,1161.410034,1162.650024,1162.650024,1982270000,63
2013-12-27,1165.390015,1165.849976,1157.72998,1161.089966,1161.089966,2052920000,64
2013-12-30,1160.630005,1162.599976,1158.859985,1160.589966,1160.589966,2293860000,65
2013-12-31,1160.640015,1165.640015,1160.640015,1163.640015,1163.640015,2312840000,66
2014-01-02,1160.5,1160.5,1146.599976,1150.719971,1150.719971,3080600000,67
2014-01-03,1151.76001,1157.76001,1151.219971,1156.089966,1156.089966,2774270000,68
2014-01-06,1159.27002,1159.849976,1146.969971,1147.160034,1147.160034,3294850000,69
2014-01-07,1150.859985,1160.02002,1150.859985,1157.630005,1157.630005,3511750000,70
2014-01-08,1159.180054,1159.369995,1151.969971,1157.459961,1157.459961,3652140000,71
2014-01-09,1161.26001,1163.880005,1152.170044,1158.349976,1158.349976,3581150000,72
2014-01-10,1160.170044,1164.530029,1154.890015,1164.530029,1164.530029,3335710000,73
2014-01-13,1162.939941,1164.119995,1142.380005,1148.089966,1148.089966,3591350000,74
2014-01-14,1151.72998,1163.430054,1151,1163.430054,1163.430054,3353270000,75
2014-01-15,1165.98999,1171.969971,1165.98999,1171.349976,1171.349976,3777800000,76
2014-01-16,1172.709961,1173.130005,1168.699951,1173.130005,1173.130005,3491310000,77
2014-01-17,1172.089966,1173.369995,1166.76001,1168.430054,1168.430054,3626120000,78
2014-01-21,1175.050049,1177.109985,1168.280029,1175.719971,1175.719971,3782470000,79
2014-01-22,1177.300049,1182.040039,1175.290039,1181.290039,1181.290039,3374170000,80
2014-01-23,1181.339966,1181.339966,1166.670044,1172.400024,1172.400024,3972250000,81
2014-01-24,1164.77002,1164.77002,1141.800049,1144.130005,1144.130005,4618450000,82
2014-01-27,1147.390015,1147.430054,1121.119995,1127.72998,1127.72998,4045200000,83
2014-01-28,1128.869995,1138.23999,1128.650024,1138.23999,1138.23999,3437830000,84
2014-01-29,1129.5,1134.180054,1119.800049,1122.449951,1122.449951,3964020000,85
2014-01-30,1130.349976,1144.540039,1130.349976,1139.359985,1139.359985,3547510000,86
2014-01-31,1127.150024,1137.969971,1124.670044,1130.880005,1130.880005,4059690000,87
2014-02-03,1130.099976,1130.75,1091.170044,1094.579956,1094.579956,4726040000,88
2014-02-04,1099.689941,1107.619995,1094.449951,1102.839966,1102.839966,4068410000,89
2014-02-05,1097.630005,1098.670044,1082.719971,1093.589966,1093.589966,3984290000,90
2014-02-06,1095.650024,1107.439941,1095.630005,1103.930054,1103.930054,3825410000,91
2014-02-07,1107.300049,1116.619995,1104.910034,1116.550049,1116.550049,3775990000,92
2014-02-10,1116.579956,1118.890015,1109.109985,1118.72998,1118.72998,3312160000,93
2014-02-11,1119.810059,1131.01001,1118.150024,1129.160034,1129.160034,3699380000,94
2014-02-12,1130.180054,1137.439941,1129.050049,1132.540039,1132.540039,3326380000,95
2014-02-13,1125.650024,1147.800049,1124.400024,1147.790039,1147.790039,3289510000,96
2014-02-14,1148.319946,1149.900024,1142.670044,1149.209961,1149.209961,3114750000,97
2014-02-18,1151.890015,1162.22998,1151.150024,1161.47998,1161.47998,3421110000,98
2014-02-19,1158.329956,1163.959961,1148.709961,1149.069946,1149.069946,3661570000,99
2014-02-20,1150.23999,1163.02002,1148.660034,1162.119995,1162.119995,3404980000,100
2014-02-21,1166.25,1168.430054,1163.51001,1164.630005,1164.630005,3403880000,101
2014-02-24,1166.73999,1180.290039,1166.73999,1174.550049,1174.550049,4014530000,102
2014-02-25,1176,1179.339966,1171.170044,1173.949951,1173.949951,3515560000,103
2014-02-26,1176.109985,1188.060059,1173.910034,1181.719971,1181.719971,3716730000,104
2014-02-27,1179.280029,1187.939941,1176.640015,1187.939941,1187.939941,3547460000,105
2014-02-28,1189.189941,1193.5,1177.199951,1183.030029,1183.030029,3917450000,106
2014-03-03,1174.22998,1179.619995,1164.77002,1176.359985,1176.359985,3428220000,107
2014-03-04,1187.280029,1212.819946,1187.280029,1208.650024,1208.650024,3765770000,108
2014-03-05,1207.290039,1207.410034,1203.060059,1205.910034,1205.910034,3392990000,109
2014-03-06,1207.900024,1208.800049,1202.069946,1204.540039,1204.540039,3360450000,110
2014-03-07,1209.849976,1210.579956,1199.060059,1203.319946,1203.319946,3564740000,111
2014-03-10,1201.560059,1202.290039,1193.23999,1200.540039,1200.540039,3021350000,112
2014-03-11,1201.550049,1204.390015,1183.430054,1187.050049,1187.050049,3392400000,113
2014-03-12,1181.290039,1191.369995,1177.47998,1191.369995,1191.369995,3270860000,114
2014-03-13,1194.930054,1195.880005,1171.869995,1176.73999,1176.73999,3670990000,115
2014-03-14,1173.23999,1184.550049,1173.22998,1181.410034,1181.410034,3285460000,116
2014-03-17,1187.119995,1196.25,1186.75,1188.22998,1188.22998,2860490000,117
2014-03-18,1189.27002,1205.040039,1189.27002,1205.040039,1205.040039,2930190000,118
2014-03-19,1204.810059,1205.359985,1189.560059,1195.660034,1195.660034,3289210000,119
2014-03-20,1193.369995,1200.910034,1190.079956,1198.969971,1198.969971,3327540000,120
2014-03-21,1203.160034,1208.140015,1192.800049,1193.72998,1193.72998,5270710000,121
2014-03-24,1196.02002,1196.699951,1169.51001,1178.22998,1178.22998,3409000000,122
2014-03-25,1183.839966,1190.780029,1171.949951,1178.050049,1178.050049,3200560000,123
2014-03-26,1184.209961,1185.290039,1155.48999,1155.48999,1155.48999,3480850000,124
2014-03-27,1155.050049,1161.089966,1146.829956,1151.439941,1151.439941,3733430000,125
2014-03-28,1151.959961,1167.52002,1149.609985,1151.810059,1151.810059,2955520000,126
2014-03-31,1158.109985,1174.619995,1156.670044,1173.040039,1173.040039,3274300000,127
2014-04-01,1175.469971,1189.130005,1175.469971,1188.699951,1188.699951,3336190000,128
2014-04-02,1190.790039,1192.910034,1187.52002,1192.810059,1192.810059,3131660000,129
2014-04-03,1193.439941,1193.959961,1176.699951,1181.119995,1181.119995,3055600000,130
2014-04-04,1187.660034,1189.25,1150.410034,1153.380005,1153.380005,3583750000,131
2014-04-07,1150.349976,1150.449951,1130.040039,1135.780029,1135.780029,3801540000,132
2014-04-08,1136.869995,1149,1131.27002,1144.23999,1144.23999,3721450000,133
2014-04-09,1148.01001,1160.420044,1144.77002,1159.959961,1159.959961,3308650000,134
2014-04-10,1159.27002,1159.800049,1123.680054,1127.660034,1127.660034,3758780000,135
2014-04-11,1119.530029,1128.959961,1107.930054,1111.439941,1111.439941,3743460000,136
2014-04-14,1120.810059,1126.310059,1105.560059,1115.349976,1115.349976,3111540000,137
2014-04-15,1117.900024,1123.77002,1095.790039,1119.48999,1119.48999,3736440000,138
2014-04-16,1126.459961,1132.109985,1121.859985,1131.77002,1131.77002,3155080000,139
2014-04-17,1130.27002,1141.109985,1127.050049,1137.900024,1137.900024,3341430000,140
2014-04-21,1139.589966,1142.390015,1132.219971,1142.310059,1142.310059,2642500000,141
2014-04-22,1143.359985,1157.869995,1143.359985,1155.609985,1155.609985,3215440000,142
2014-04-23,1155.050049,1155.420044,1146.839966,1147.079956,1147.079956,3085720000,143
2014-04-24,1152.640015,1152.819946,1136.430054,1144.349976,1144.349976,3191830000,144
2014-04-25,1139.01001,1139.01001,1120.97998,1123.030029,1123.030029,3213020000,145
2014-04-28,1127.180054,1131.670044,1102.26001,1117.060059,1117.060059,4034680000,146
2014-04-29,1122.040039,1126.459961,1118.420044,1120.829956,1120.829956,3647820000,147
2014-04-30,1118.459961,1126.959961,1109.369995,1126.859985,1126.859985,3779230000,148
2014-05-01,1126.040039,1133.72998,1114.290039,1125.969971,1125.969971,3416740000,149
2014-05-02,1127.02002,1137.800049,1126.390015,1128.800049,1128.800049,3159560000,150
2014-05-05,1122.219971,1127.98999,1115.099976,1126.300049,1126.300049,2733730000,151
2014-05-06,1121.949951,1124.050049,1108.01001,1108.01001,1108.01001,3327260000,152
2014-05-07,1109.609985,1110.849976,1093.280029,1108.550049,1108.550049,3632950000,153
2014-05-08,1107.609985,1119.790039,1095.51001,1097.430054,1097.430054,3393420000,154
2014-05-09,1092.400024,1107.380005,1091.5,1107.219971,1107.219971,3025020000,155
2014-05-12,1111.689941,1136.949951,1111.689941,1133.650024,1133.650024,3005740000,156
2014-05-13,1132.77002,1134.449951,1121.030029,1121.160034,1121.160034,2915680000,157
2014-05-14,1120.030029,1120.030029,1102.060059,1103.140015,1103.140015,2822060000,158
2014-05-15,1099.189941,1099.189941,1082.530029,1095.98999,1095.98999,3552640000,159
2014-05-16,1095.180054,1102.910034,1088.560059,1102.910034,1102.910034,3173650000,160
2014-05-19,1100.579956,1116.040039,1099.619995,1114.430054,1114.430054,2664250000,161
2014-05-20,1112.079956,1112.079956,1092,1097.900024,1097.900024,3007700000,162
2014-05-21,1101.369995,1107.26001,1093.670044,1103.630005,1103.630005,2777140000,163
2014-05-22,1105.449951,1116.609985,1105.150024,1113.869995,1113.869995,2759800000,164
2014-05-23,1115.300049,1126.199951,1113.75,1126.189941,1126.189941,2396280000,165
2014-05-27,1132.430054,1144.099976,1132.430054,1142.199951,1142.199951,2911020000,166
2014-05-28,1140.839966,1140.839966,1132.949951,1136.680054,1136.680054,2976450000,167
2014-05-29,1140.089966,1141.349976,1134.780029,1140.069946,1140.069946,2709050000,168
2014-05-30,1141.72998,1141.72998,1130.800049,1134.5,1134.5,3263490000,169
2014-06-02,1136.369995,1136.819946,1121.050049,1128.900024,1128.900024,2509020000,170
2014-06-03,1125.22998,1129.26001,1118.660034,1126.150024,1126.150024,2867180000,171
2014-06-04,1122.910034,1131.75,1119.859985,1131.219971,1131.219971,2793920000,172
2014-06-05,1133.780029,1153.939941,1128.400024,1153.939941,1153.939941,3113270000,173
2014-06-06,1158.689941,1167.540039,1158.390015,1165.209961,1165.209961,2864300000,174
2014-06-09,1166.280029,1179.839966,1166.140015,1175.880005,1175.880005,2812180000,175
2014-06-10,1173.119995,1173.839966,1166.900024,1172.709961,1172.709961,2702360000,176
2014-06-11,1167.689941,1168.98999,1161.430054,1166.709961,1166.709961,2710620000,177
2014-06-12,1165.27002,1165.369995,1156.069946,1159.400024,1159.400024,3040480000,178
2014-06-13,1162.589966,1164.089966,1154.329956,1162.680054,1162.680054,2598230000,179
2014-06-16,1162.02002,1166.930054,1158.099976,1166.819946,1166.819946,2926130000,180
2014-06-17,1165.640015,1179.290039,1163.670044,1176.619995,1176.619995,2971260000,181
2014-06-18,1176.640015,1183.380005,1172.030029,1183.130005,1183.130005,3065220000,182
2014-06-19,1185.880005,1186.780029,1177.800049,1184.030029,1184.030029,2952150000,183
2014-06-20,1186.130005,1188.52002,1182.050049,1188.430054,1188.430054,4336240000,184
2014-06-23,1189.469971,1190.310059,1183.160034,1184.949951,1184.949951,2717630000,185
2014-06-24,1182.959961,1193.599976,1172.97998,1173.23999,1173.23999,3089700000,186
2014-06-25,1168.73999,1182.75,1168.530029,1182.680054,1182.680054,3106710000,187
2014-06-26,1182.609985,1182.790039,1172.910034,1180.709961,1180.709961,2778840000,188
2014-06-27,1175.25,1189.5,1175.02002,1189.5,1189.5,4290590000,189
2014-06-30,1188.410034,1193.400024,1185.23999,1192.959961,1192.959961,3037350000,190
2014-07-01,1196.22998,1213.550049,1196.130005,1205.949951,1205.949951,3188240000,191
2014-07-02,1204.780029,1207.369995,1198.579956,1199.5,1199.5,2851480000,192
2014-07-03,1203.469971,1208.150024,1203.430054,1208.150024,1208.150024,1998090000,193
2014-07-07,1204.640015,1204.650024,1186.569946,1186.73999,1186.73999,2681260000,194
2014-07-08,1184.719971,1184.719971,1166.969971,1172.150024,1172.150024,3302430000,195
2014-07-09,1174.869995,1177.369995,1170.130005,1173.810059,1173.810059,2858800000,196
2014-07-10,1158.589966,1168.219971,1151.119995,1161.859985,1161.859985,3165690000,197
2014-07-11,1160.119995,1161.76001,1155.199951,1159.930054,1159.930054,2684630000,198
2014-07-14,1168,1169.550049,1163.849976,1167.209961,1167.209961,2744920000,199
2014-07-15,1165.540039,1167.449951,1148.72998,1153.810059,1153.810059,3328740000,200
2014-07-16,1159.300049,1159.959961,1148.180054,1151.550049,1151.550049,3390950000,201
2014-07-17,1146.959961,1150.47998,1131.420044,1133.599976,1133.599976,3381680000,202
2014-07-18,1131.920044,1152.02002,1131.829956,1151.609985,1151.609985,3106060000,203
2014-07-21,1146.390015,1148.079956,1140.050049,1146.660034,1146.660034,2611160000,204
2014-07-22,1151.459961,1160.23999,1151.459961,1156.150024,1156.150024,2890480000,205
2014-07-23,1157.439941,1161.98999,1155.76001,1158.109985,1158.109985,2869720000,206
2014-07-24,1159.699951,1163.660034,1153.589966,1156.26001,1156.26001,3203530000,207
2014-07-25,1149.780029,1149.780029,1141.839966,1144.719971,1144.719971,2638960000,208
2014-07-28,1145.180054,1145.180054,1132.160034,1139.5,1139.5,2803320000,209
2014-07-29,1141.650024,1149.079956,1140.319946,1141.640015,1141.640015,3183300000,210
2014-07-30,1147.959961,1150.609985,1142.540039,1146.569946,1146.569946,3448250000,211
2014-07-31,1137.26001,1137.26001,1120.060059,1120.069946,1120.069946,4193000000,212
2014-08-01,1120.540039,1123.939941,1107.310059,1114.859985,1114.859985,3789660000,213
2014-08-04,1118.459961,1125.540039,1108.27002,1124.819946,1124.819946,3072920000,214
2014-08-05,1119.689941,1129.420044,1114.869995,1121.560059,1121.560059,3462520000,215
2014-08-06,1116.079956,1131.640015,1114.290039,1125.550049,1125.550049,3539150000,216
2014-08-07,1127.969971,1131.410034,1116.430054,1119.76001,1119.76001,3230520000,217
2014-08-08,1119.880005,1131.859985,1118.48999,1131.349976,1131.349976,2902280000,218
2014-08-11,1136.47998,1148.890015,1135.23999,1141.930054,1141.930054,2784890000,219
2014-08-12,1138.630005,1141.280029,1129.109985,1133.030029,1133.030029,2611700000,220
2014-08-13,1136.170044,1143.22998,1135.609985,1141.780029,1141.780029,2718020000,221
2014-08-14,1142.130005,1144.150024,1140.819946,1143.339966,1143.339966,2609460000,222
2014-08-15,1151.310059,1151.609985,1131.829956,1141.650024,1141.650024,3023380000,223
2014-08-18,1149.400024,1158.400024,1149.400024,1158.400024,1158.400024,2638160000,224
2014-08-19,1159.829956,1164.060059,1159.829956,1162.469971,1162.469971,2656430000,225
2014-08-20,1158.75,1159.219971,1152.77002,1157.51001,1157.51001,2579560000,226
2014-08-21,1157.219971,1160.969971,1147.449951,1160.030029,1160.030029,2638920000,227
2014-08-22,1159.380005,1163.219971,1154.959961,1160.339966,1160.339966,2301860000,228
2014-08-25,1167.130005,1170.689941,1161.800049,1165.219971,1165.219971,2233880000,229
2014-08-26,1166.189941,1176.119995,1166.189941,1175.170044,1175.170044,2451950000,230
2014-08-27,1176.400024,1177.069946,1171.140015,1172.709961,1172.709961,2344350000,231
2014-08-28,1168.26001,1169.089966,1164.109985,1165.949951,1165.949951,2282400000,232
2014-08-29,1167.589966,1174.819946,1164.780029,1174.349976,1174.349976,2259130000,233
2014-09-02,1177.290039,1181.369995,1173.060059,1179.469971,1179.469971,2819980000,234
2014-09-03,1183.290039,1183.849976,1170.839966,1172.199951,1172.199951,2809980000,235
2014-09-04,1174.170044,1180.680054,1165.27002,1167.209961,1167.209961,3072410000,236
2014-09-05,1164.339966,1170.369995,1160.02002,1170.130005,1170.130005,2818300000,237
2014-09-08,1169.319946,1174.219971,1166.119995,1172.310059,1172.310059,2789090000,238
2014-09-09,1170.939941,1171.23999,1157.849976,1158.5,1158.5,2882830000,239
2014-09-10,1158.77002,1165.109985,1155.109985,1164.98999,1164.98999,2912440000,240
2014-09-11,1159.5,1172.650024,1158.599976,1172.339966,1172.339966,2941690000,241
2014-09-12,1172.930054,1172.949951,1157.439941,1160.609985,1160.609985,3207120000,242
2014-09-15,1159.97998,1160.060059,1144.410034,1146.52002,1146.52002,2776530000,243
2014-09-16,1144.25,1152.859985,1141.449951,1150.969971,1150.969971,3160320000,244
2014-09-17,1151.959961,1159.849976,1149.930054,1153.890015,1153.890015,3209430000,245
2014-09-18,1157.079956,1160.300049,1156.069946,1159.27002,1159.27002,3235340000,246
2014-09-19,1161.650024,1163.859985,1143.469971,1146.920044,1146.920044,4680220000,247
2014-09-22,1141.98999,1141.98999,1127.420044,1129.359985,1129.359985,3349680000,248
2014-09-23,1126.51001,1131.630005,1118.719971,1118.719971,1118.719971,3279360000,249
2014-09-24,1120.660034,1129.589966,1116.130005,1128.310059,1128.310059,3313850000,250
2014-09-25,1126.099976,1126.099976,1107.51001,1110.23999,1110.23999,3273060000,251
2014-09-26,1111.630005,1119.72998,1111.040039,1119.329956,1119.329956,2929440000,252
2014-09-29,1110.430054,1120.550049,1107.810059,1117.910034,1117.910034,3094440000,253
2014-09-30,1118.219971,1118.699951,1101.670044,1101.680054,1101.680054,3951100000,254
2014-10-01,1101.079956,1101.189941,1083,1085.410034,1085.410034,4188590000,255
2014-10-02,1085.140015,1099.459961,1077.959961,1096.380005,1096.380005,4012510000,256
2014-10-03,1105.119995,1109.869995,1101.51001,1104.73999,1104.73999,3560970000,257
2014-10-06,1107.359985,1108,1093.77002,1094.650024,1094.650024,3358220000,258
2014-10-07,1089.300049,1090.959961,1076.310059,1076.310059,1076.310059,3687870000,259
2014-10-08,1075.209961,1097.699951,1065.75,1097.119995,1097.119995,4441890000,260
2014-10-09,1095.75,1095.939941,1067.829956,1067.98999,1067.98999,4324020000,261
2014-10-10,1063.25,1074.25,1053.319946,1053.319946,1053.319946,4550540000,262
2014-10-13,1054.27002,1066.97998,1046.140015,1049.300049,1049.300049,4352580000,263
2014-10-14,1056.800049,1075.27002,1056.290039,1061.599976,1061.599976,4812010000,264
2014-10-15,1051.5,1075.640015,1040.469971,1072.449951,1072.449951,6090800000,265
2014-10-16,1060.689941,1091.27002,1058.819946,1086.109985,1086.109985,5073150000,266
2014-10-17,1085.849976,1099.439941,1079.22998,1082.329956,1082.329956,4482120000,267
2014-10-20,1078.680054,1094.969971,1078.5,1094.969971,1094.969971,3331210000,268
2014-10-21,1099.880005,1112.869995,1099.880005,1112.849976,1112.849976,3987090000,269
2014-10-22,1114.959961,1117.180054,1096.23999,1096.869995,1096.869995,3761930000,270
2014-10-23,1105.449951,1122.420044,1105.449951,1116.48999,1116.48999,3789250000,271
2014-10-24,1117.949951,1119.130005,1113.050049,1118.819946,1118.819946,3078380000,272
2014-10-27,1113.560059,1117.709961,1104.050049,1117.47998,1117.47998,3538860000,273
2014-10-28,1121.800049,1149.459961,1121.339966,1149.449951,1149.449951,3653260000,274
2014-10-29,1149.459961,1153.410034,1138.319946,1146.369995,1146.369995,3740350000,275
2014-10-30,1142.449951,1159.150024,1140.51001,1155.77002,1155.77002,3586150000,276
2014-10-31,1169.170044,1174.329956,1166.660034,1173.51001,1173.51001,4292290000,277
2014-11-03,1174.5,1178.400024,1166.790039,1170.199951,1170.199951,3555440000,278
2014-11-04,1166.72998,1170.869995,1160.890015,1165.420044,1165.420044,3956260000,279
2014-11-05,1171.22998,1172.030029,1163.680054,1167.069946,1167.069946,3766590000,280
2014-11-06,1166.02002,1171.900024,1163.540039,1171.859985,1171.859985,3669770000,281
2014-11-07,1170.069946,1173.400024,1165.040039,1173.319946,1173.319946,3704280000,282
2014-11-10,1173.849976,1179.579956,1172.609985,1179.569946,1179.569946,3284940000,283
2014-11-11,1179.01001,1180.800049,1176.77002,1179.959961,1179.959961,2958320000,284
2014-11-12,1175.329956,1187.199951,1174.849976,1186.469971,1186.469971,3246650000,285
2014-11-13,1186.76001,1188.670044,1173.969971,1175.420044,1175.420044,3455270000,286
2014-11-14,1175.459961,1177.300049,1171.969971,1173.810059,1173.810059,3227130000,287
2014-11-17,1171.859985,1175.180054,1164.180054,1164.22998,1164.22998,3152890000,288
2014-11-18,1165.160034,1176.209961,1165.160034,1170.280029,1170.280029,3416190000,289
2014-11-19,1169.040039,1169.079956,1151.97998,1157.689941,1157.689941,3360850000,290
2014-11-20,1153.530029,1170.859985,1153.209961,1170.75,1170.75,3128290000,291
2014-11-21,1182.310059,1184.5,1169.650024,1172.420044,1172.420044,3916420000,292
2014-11-24,1174.829956,1186.959961,1174.829956,1186.939941,1186.939941,3128060000,293
2014-11-25,1188.930054,1191.76001,1182.660034,1186.329956,1186.329956,3392940000,294
2014-11-26,1186.329956,1190.699951,1185.369995,1190.619995,1190.619995,2745260000,295
2014-11-28,1190.579956,1190.609985,1172.439941,1173.22998,1173.22998,2504640000,296
2014-12-01,1170.550049,1170.550049,1154.050049,1154.050049,1154.050049,4159010000,297
2014-12-02,1156.27002,1171.439941,1156.26001,1168.449951,1168.449951,3686650000,298
2014-12-03,1168.540039,1181.890015,1168.030029,1179.01001,1179.01001,3612680000,299
2014-12-04,1177.77002,1178.01001,1169.22998,1173.01001,1173.01001,3408340000,300
2014-12-05,1172.75,1184.48999,1172.75,1182.430054,1182.430054,3419620000,301
2014-12-08,1179.959961,1188.22998,1165.959961,1167.209961,1167.209961,3800990000,302
2014-12-09,1157.380005,1188.069946,1153.530029,1188.060059,1188.060059,3970150000,303
2014-12-10,1183.900024,1185.030029,1161.859985,1161.859985,1161.859985,4114440000,304
2014-12-11,1166.680054,1180.98999,1165.130005,1166.959961,1166.959961,3917950000,305
2014-12-12,1156.689941,1163.609985,1152.439941,1152.439941,1152.439941,4157650000,306
2014-12-15,1157.719971,1160.530029,1138.130005,1140.300049,1140.300049,4361990000,307
2014-12-16,1136.869995,1156.939941,1134.51001,1139.369995,1139.369995,4958680000,308
2014-12-17,1141.869995,1174.839966,1141.339966,1174.839966,1174.839966,4912370000,309
2014-12-18,1185.939941,1192.160034,1180.609985,1192.160034,1192.160034,4703380000,310
2014-12-19,1191.47998,1198.969971,1187.939941,1195.959961,1195.959961,6465530000,311
2014-12-22,1196.01001,1201.880005,1193.569946,1201.859985,1201.859985,3369520000,312
2014-12-23,1205.77002,1207.170044,1200.380005,1202.439941,1202.439941,3043950000,313
2014-12-24,1203.780029,1208.780029,1202.540039,1206.780029,1206.780029,1416980000,314
2014-12-26,1210.880005,1217.01001,1210.880005,1215.209961,1215.209961,1735230000,315
2014-12-29,1214.439941,1220.810059,1214.439941,1219.109985,1219.109985,2452360000,316
2014-12-30,1215.930054,1219.449951,1212.339966,1213.050049,1213.050049,2440280000,317
